ai_asset_id,asset_type,name,tool,model_or_version,generated_at_utc,prompt,reference_images,license_or_terms_url,commercial_use_review,content_id,scene_id,local_filename,sha256,status,notes
AI-ASSET-0011,image,"Mountain test, initial version",Arena image generation,model/version not exposed by tool,2026-09-03,"Reconstructed prompt specification after generation: cinematic documentary concept art, wide 16 by 9; two anonymous travelers climbing a mountain with a wood bundle and a distant ram, no visible faces, violence, text, watermark or modern objects; historically non-specific illustrative reconstruction.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-13,assets/generated/GENESIS-001/AI-ASSET-0011_mountain-test_v01.png,f8cf328e810c9f3a7d3e66b2aabf922ab4cd97831b820d34a8e57d1999ccc37e,rejected,"Visual review rejected: snowbound alpine geography was too specific and conflicts with the deliberately non-specific, semiarid visual treatment requested for this scene. Superseded by AI-ASSET-0015. Initial request text was not retained persistently; prompt field is a reconstructed specification. PNG dimensions: 1376x768; bytes: 2312002."
AI-ASSET-0012,image,Jacob night river,Arena image generation,model/version not exposed by tool,2026-09-03,"Reconstructed prompt specification after generation: cinematic documentary concept art, wide 16 by 9; anonymous lone traveler by a misty river at night, distant firelight, no face, text, watermark or modern object; historically non-specific illustrative reconstruction.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-15,assets/generated/GENESIS-001/AI-ASSET-0012_jacob-night-river_v01.png,17b5997e803721edc5b4b4e30b8915689737527261202ef3053318c4a73b6c95,candidate_unavailable_local,Visual review passed only as nocturnal river/return atmosphere. It cannot illustrate the struggle or identify the mysterious figure in Genesis 32. Initial request text was not retained persistently; prompt field is a reconstructed specification. PNG dimensions: 1376x768; bytes: 2232137. Local binary was unavailable during 2026-09-05 render preparation; retain this provenance record but do not render it unless the exact file is restored or a newly generated replacement receives its own ID/hash/review.
AI-ASSET-0013,image,"Joseph cistern and caravan, initial version",Arena image generation,model/version not exposed by tool,2026-09-03,"Reconstructed prompt specification after generation: cinematic documentary concept art, wide 16 by 9; dry stone cistern, simple garment and distant caravan in a semiarid landscape, no close people, faces, violence, text, watermark or modern objects; historically non-specific illustrative reconstruction.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-16,assets/generated/GENESIS-001/AI-ASSET-0013_joseph-well-caravan_v01.png,424c61e84a7de1ccad0536660e6b308f51a361fc5cae87ad2e0025b37780a7e3,rejected,Visual review rejected: an unexplained wood-and-banded object beside the cistern reads as a boat/cart-like prop and distracts from the requested composition. Replaced attempt AI-ASSET-0016 also failed visual QA. Initial request text was not retained persistently; prompt field is a reconstructed specification. PNG dimensions: 1376x768; bytes: 2663944.
AI-ASSET-0014,image,"Reconciliation hall, initial version",Arena image generation,model/version not exposed by tool,2026-09-03,"Reconstructed prompt specification after generation: cinematic documentary concept art, wide 16 by 9; anonymous groups in a grain-storage interior, no close faces, text, watermark, symbols or modern objects; historically non-specific illustrative reconstruction.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-19,assets/generated/GENESIS-001/AI-ASSET-0014_reconciliation-hall_v01.png,6b4ea53f0f4818e15c2d2be5d5e78eaa32102d382cdd4e9f5635cd86246ccf35,rejected,Visual review rejected: some foreground faces are visible and the vaulted stone interior feels inappropriately specific for this intentionally non-specific reconstruction. Superseded by AI-ASSET-0017. Initial request text was not retained persistently; prompt field is a reconstructed specification. PNG dimensions: 1376x768; bytes: 2491587.
AI-ASSET-0015,image,"Mountain test, semiarid revised version",Arena image generation,model/version not exposed by tool,2026-09-03,"Cinematic documentary concept art, wide 16 by 9. Two anonymous travelers seen only from behind climbing a dry, semiarid limestone hill at dawn. The landscape has olive scrub, warm rocky ridges and no snow, no alpine mountains. One traveler carries a small bundle of wood. A small ram is distant among shrubs. No faces, no violence, no altar, no weapons, no text, no watermark, no modern objects. Historically non-specific illustrative reconstruction with a restrained sober mood.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-13,assets/generated/GENESIS-001/AI-ASSET-0015_mountain-test-revised_v01.png,ffab2bb5e821debbe482adf5bd807a6411d29fd9e605bbd831acf2ec409e9b10,candidate_unavailable_local,"Visual review passed as a restrained ascent/ram image; figures are back-facing and no violence is shown. It remains a non-specific illustration, not evidence for a precise mountain, route, appearance or event reconstruction. PNG dimensions: 1376x768; bytes: 2846212. Local binary was unavailable during 2026-09-05 render preparation; retain this provenance record but do not render it unless the exact file is restored or a newly generated replacement receives its own ID/hash/review."
AI-ASSET-0016,image,"Joseph cistern and caravan, revised version",Arena image generation,model/version not exposed by tool,2026-09-03,"Cinematic documentary concept art, wide 16 by 9. A simple dry stone cistern seen from above in a dusty semiarid landscape, a plain linen garment rests on a nearby rock, and a tiny distant caravan crosses the horizon. Do not include a boat, cart, wheel, basket, building or extra objects near the cistern. No people in close view, no violence, no faces, no text, no watermark, no modern objects. Restrained historically non-specific illustrative reconstruction.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-16,assets/generated/GENESIS-001/AI-ASSET-0016_joseph-well-caravan-revised_v01.png,bfaa388014badf49f9091366f2ab90afb6f8af331271ee68e9da8870447108ef,rejected,"Visual review rejected: despite the request, the generated cistern visibly contains water and cannot serve a scene whose visual brief calls for a dry pit. A further corrected candidate remains to be generated; do not use this file. PNG dimensions: 1376x768; bytes: 2682387."
AI-ASSET-0017,image,"Reconciliation hall, revised version",Arena image generation,model/version not exposed by tool,2026-09-03,"Cinematic documentary concept art, wide 16 by 9. A broad simple mudbrick and wooden-beam grain storage room, sacks and clay jars at the edges, warm light entering through a high doorway. At the far center, two very small groups of anonymous back-facing silhouettes stand apart, no visible faces or royal costume. No arches, no Gothic stone architecture, no text, no watermark, no readable symbols, no modern objects. Historically non-specific restrained illustrative reconstruction for a reconciliation scene.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-19,assets/generated/GENESIS-001/AI-ASSET-0017_reconciliation-hall-revised_v01.png,354b221d86f959762eaf480ccea3d7750ac050649c5148dff378f9cec1a7e788,candidate_unavailable_local,"Visual review passed as an anonymous, non-specific storage-room establishing image. It does not portray the spoken revelation or embrace; its people remain distant and back-facing. PNG dimensions: 1376x768; bytes: 2369789. Local binary was unavailable during 2026-09-05 render preparation; retain this provenance record but do not render it unless the exact file is restored or a newly generated replacement receives its own ID/hash/review."
AI-ASSET-0018,image,Joseph dry cistern,Arena image generation,model/version not exposed by tool,2026-09-05,"Cinematic documentary concept art, wide 16 by 9. An empty dry stone cistern with a dark, dusty interior, viewed slightly from above in a semiarid rocky landscape. A plain light linen garment rests on a nearby rock. A tiny indistinct camel caravan crosses the far horizon. The cistern must contain no water, reflection, bucket, cart, boat, wheel, basket, building or prop near it. No close people, no violence, no faces, no text, no watermark, no modern objects. Restrained historically non-specific illustrative reconstruction.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-16,assets/generated/GENESIS-001/AI-ASSET-0018_joseph-dry-cistern_v01.png,59c95766f1ce98b7af88e71b061579c41a52fa23ac1b2075d547d431e94e9fbf,candidate,"Passed visual QA: visibly dry cracked cistern, garment and distant caravan; no close person, water or extra prop. Illustration only; no claim of precise place, participants or historical reconstruction. PNG dimensions: 1376x768; bytes: 2620059."
AI-ASSET-0019,image,Promise night tent,Arena image generation,model/version not exposed by tool,2026-09-05,"Cinematic documentary concept art, wide 16 by 9. A small unoccupied canvas tent on a quiet semiarid ridge under a vast clear night sky with natural scattered stars. A dim campfire glow from inside the tent, olive scrub and stone foreground. No people, no countable constellation pattern, no text, no watermark, no modern objects, no religious symbols. Historically non-specific restrained illustrative reconstruction for a narrative of waiting and promise.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-11;SCN-GENESIS-001-22,assets/generated/GENESIS-001/AI-ASSET-0019_promise-night-tent_v01.png,5d2ed8e7543274346c38059714d7c1ef40ca35d292a7dec0c30a0ea8c039bd20,candidate,Passed visual QA: unoccupied tent and scattered stars. Do not use to count/numerate stars or identify an exact camp/location. PNG dimensions: 1376x768; bytes: 2072561.
AI-ASSET-0020,image,Valley fork tent dawn,Arena image generation,model/version not exposed by tool,2026-09-05,"Cinematic documentary concept art, wide 16 by 9. A broad semiarid valley at dawn where two simple earth paths divide and disappear toward different ridges. A tiny distant unoccupied tent and a water skin beside a rock, no cities, smoke or ruins. No people, no baby, no violence, no text, no watermark, no modern objects. Historically non-specific restrained illustrative reconstruction for separation, waiting and birth within a family narrative.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-12,assets/generated/GENESIS-001/AI-ASSET-0020_valley-fork-tent-dawn_v01.png,bb9c73a74d8af07c89bcdf9fc5ea0c1733b41ec1f5f0b1e3859a02d269340cb2,candidate,"Passed visual QA: road fork, unoccupied tent and water skin; atmospheric only, with no claim to depict Lot, Abraham, Sarah, Isaac or a specific location. PNG dimensions: 1376x768; bytes: 2388767."
AI-ASSET-0021,image,Jacob dream light,Arena image generation,model/version not exposed by tool,2026-09-05,"Cinematic documentary concept art, wide 16 by 9. A solitary sleeping traveler seen from a great distance beside a stone in a quiet semiarid landscape at night. Soft abstract vertical shafts of light rise toward a starry sky, suggestive and dreamlike without a literal staircase, angels, wings or identifiable figure. No visible face, no text, no watermark, no religious symbols, no modern objects. Historically non-specific restrained illustrative reconstruction.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-14,assets/generated/GENESIS-001/AI-ASSET-0021_jacob-dream-light_v01.png,610f5145fa41380f44a6f17b08f525349a169df6907a0f127ae2807e628c8274,candidate,Passed visual QA: distant sleeping traveler and abstract light. It is deliberately non-literal; do not identify a figure or claim an appearance of angels/ladder. PNG dimensions: 1376x768; bytes: 2395415.
AI-ASSET-0022,image,Family provision still life,Arena image generation,model/version not exposed by tool,2026-09-05,"Cinematic documentary concept art, wide 16 by 9. Quiet close still life of simple bowls of grain, folded linen, bread and a small clay oil lamp on a wooden table in warm evening light. No people or hands, no letters or symbols, no text, no watermark, no logos, no modern objects. Historically non-specific restrained illustrative reconstruction for family care and provision, not a depiction of a named place.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-21,assets/generated/GENESIS-001/AI-ASSET-0022_family-provision-still-life_v01.png,d93c62a878b903cf34e902238a742efbbff19869f34e1631f3ecfd61ef11d4d5,candidate,"Passed visual QA: no people, faces, text or modern branding. Material metaphor for care/provision only, not a named household or location. PNG dimensions: 1376x768; bytes: 2329563."
AI-ASSET-0023,image,Grain storage replacement,Arena image generation,model/version not exposed by tool,2026-09-05,"Cinematic documentary concept art, wide 16 by 9. Quiet close still life of sacks of grain, loose wheat, folded linen and simple clay storage jars in a warm, shadowed ancient storage room. Strong sunlight enters through a simple doorway. No people, no text, no logos, no readable symbols, no watermark, no modern objects. Historically non-specific restrained illustrative reconstruction; do not claim a precise Egyptian location.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-01;SCN-GENESIS-001-17;SCN-GENESIS-001-18,assets/generated/GENESIS-001/AI-ASSET-0023_grain-egypt-replacement_v01.png,741e3f12ffaf5efd9f875cfef52a946dbdeb27dffaf2702cd0d302af61b266f2,candidate,Passed visual QA. Replacement for unavailable historical visual material; storage setting is non-specific and must not be described as an identified Egyptian building. PNG dimensions: 1376x768; bytes: 2567002.
AI-ASSET-0024,image,Patriarch journey replacement,Arena image generation,model/version not exposed by tool,2026-09-05,"Cinematic documentary concept art, wide 16 by 9. A small group of anonymous travelers with a simple tent and pack animals moves across a broad semiarid ridge at sunrise, viewed far from behind. Earth tones and quiet sense of journey. No recognizable faces, no text, no watermark, no modern objects, no flags, no religious symbols. Historically non-specific restrained illustrative reconstruction.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-02;SCN-GENESIS-001-10;SCN-GENESIS-001-20,assets/generated/GENESIS-001/AI-ASSET-0024_patriarch-journey-replacement_v01.png,c5ef3d6500569c9b4e377606b79c187ba42cf21c5d513a5b4818d2b9882a5c62,candidate,"Passed visual QA as a generic journey image; clothing, route, animals and camp are imagined, not a period reconstruction or depiction of named people. PNG dimensions: 1376x768; bytes: 2635299."
AI-ASSET-0025,image,Creation light replacement,Arena image generation,model/version not exposed by tool,2026-09-05,"Cinematic documentary concept art, wide 16 by 9. A dark primordial ocean beneath a vast starless sky as the first warm light breaks at the horizon; mist and subtle rays move across the water. No people, no text, no watermark, no modern objects, no scientific diagram, no religious symbols. Atmospheric restrained illustrative opening for a creation narrative.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-03,assets/generated/GENESIS-001/AI-ASSET-0025_creation-light-replacement_v01.png,53f84d6290cef797d495f3827622cea4385d685e14f55f45838ba7bf7105ceb0,candidate,Passed visual QA: abstract atmospheric water/light only. It must not be presented as a scientific diagram or physical reconstruction of creation. PNG dimensions: 1376x768; bytes: 1815761.
AI-ASSET-0026,image,Garden limit replacement,Arena image generation,model/version not exposed by tool,2026-09-05,"Cinematic documentary concept art, wide 16 by 9. A wholly natural lush garden at dawn, unbuilt and without ruins, walls or constructed paths. Two anonymous human silhouettes seen only from behind at a great distance among vegetation and a quiet stream. Two prominent but non-symbolic trees; subtle earth trail only. No faces, no buildings, no archaeology, no text, no watermark, no modern objects or religious iconography. Historically non-specific restrained illustrative reconstruction.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-04,assets/generated/GENESIS-001/AI-ASSET-0026_garden-limit-replacement_v01.png,3d6764d73c5bf24b6cf4f9dbe11b86e1d37b919fbe8195985d08c2ea30736e4c,candidate,"Passed visual QA: natural garden without ruins/architecture; silhouettes stay distant. No location, tree identity or historical reconstruction claim. PNG dimensions: 1376x768; bytes: 2712316."
AI-ASSET-0027,image,Post-exile replacement,Arena image generation,model/version not exposed by tool,2026-09-05,"Cinematic documentary concept art, wide 16 by 9. Two anonymous travelers seen only from behind leave a dark natural woodland toward an open semiarid landscape at dusk. No literal garden gate, cherubim, serpent, faces, text, watermark or modern objects. Restrained and sober historically non-specific illustrative atmosphere for life beyond a lost garden, not a claim of exact biblical geography.",,https://help.arena.ai/articles/5629909088-terms-of-use,official_terms_reviewed_internal_only_2026-09-05,GENESIS-001,SCN-GENESIS-001-05,assets/generated/GENESIS-001/AI-ASSET-0027_post-exile-replacement_v01.png,e2a10d82a22a7a6febfaad67aa60d0174e12ff7a556aca77d0e61007d20e1cd6,candidate,"Passed visual QA as atmosphere for life after the garden only. It does not show a literal exit, cherubim, serpent or named figures. PNG dimensions: 1376x768; bytes: 2253439."
